aut,trial,propertyType,property
4,6,s1,0.1880173433188806
5,6,e0,0.508589692369157
5,6,c0,0.4660873076014261
5,6,s0,0.17225068979109187
5,6,e1,0.4726328405912904
5,6,c1,0.23272678834222904
5,6,s1,0.15648403626330312
6,6,e0,0.732321214542549
6,6,c0,0.7650903706697542
6,6,s0,0.590067008277493
6,6,e1,0.9840191769876149
6,6,c1,0.9653387834911137
6,6,s1,0.9645250295624753
7,6,e0,0.5844986016779864
7,6,c0,0.5376536043206764
7,6,s0,0.47970043358297204
7,6,e1,0.8961246504194966
7,6,c1,0.9058812370220926
7,6,s1,0.8935750886874261
8,6,e0,0.9760287654814223
8,6,c0,0.9760703394180555
8,6,s0,0.9251083957430035
8,6,e1,0.9840191769876149
8,6,c1,0.9629934477624996
8,6,s1,0.9724083563263697
9,6,e0,0.9400719137035557
9,6,c0,0.9629934477624996
9,6,s0,0.9408750492707922
9,6,e1,0.8082301238513784
9,6,c1,0.8282309168821315
9,6,s1,0.6767836026803311
10,6,e0,0.9920095884938074
10,6,c0,0.9803240560169428
10,6,s0,0.956641702798581
10,6,e1,1.0
10,6,c1,1.0
10,6,s1,0.9921166732361056
11,6,e0,1.0
11,6,c0,1.0
11,6,s0,0.9881750098541584
11,6,e1,0.9960047942469037
11,6,c1,0.9901620280084714
11,6,s1,0.9881750098541584
12,6,e0,1.0
12,6,c0,1.0
12,6,s0,1.0
12,6,e1,1.0
12,6,c1,1.0
12,6,s1,1.0
13,6,e0,0.9840191769876149
13,6,c0,0.9901620280084714
13,6,s0,0.9369333858888451
13,6,e1,1.0
13,6,c1,1.0
13,6,s1,1.0
14,6,e0,0.944067119456652
14,6,c0,0.9592580809083479
14,6,s0,0.759558533701222
14,6,e1,0.9720335597283261
14,6,c1,0.9503804255225078
14,6,s1,0.9724083563263697
15,6,e0,1.0
15,6,c0,1.0
15,6,s0,0.9960583366180528
15,6,e1,0.9840191769876149
15,6,c1,0.9826693917455568
15,6,s1,0.980291683090264
16,6,e0,0.9960047942469037
16,6,c0,1.0
16,6,s0,0.9960583366180528
16,6,e1,1.0
16,6,c1,1.0
16,6,s1,1.0
17,6,e0,0.6723931282461046
17,6,c0,0.6314588592725069
17,6,s0,0.6018919984233346
17,6,e1,0.9960047942469037
17,6,c1,0.9901620280084714
17,6,s1,0.9960583366180528
18,6,e0,1.0
18,6,c0,1.0
18,6,s0,1.0
18,6,e1,1.0
18,6,c1,1.0
18,6,s1,0.9921166732361056
19,6,e0,1.0
19,6,c0,1.0
19,6,s0,1.0
19,6,e1,1.0
19,6,c1,1.0
19,6,s1,0.9960583366180528
20,6,e0,0.9680383539752297
20,6,c0,1.0
20,6,s0,0.9487583760346866
20,6,e1,1.0
20,6,c1,1.0
20,6,s1,1.0
21,6,e0,1.0
21,6,c0,1.0
21,6,s0,1.0
21,6,e1,1.0
21,6,c1,1.0
21,6,s1,1.0
22,6,e0,1.0
22,6,c0,1.0
22,6,s0,1.0
22,6,e1,1.0
22,6,c1,1.0
22,6,s1,1.0
23,6,e0,0.9480623252097483
23,6,c0,0.9039888148759928
23,6,s0,0.8738667717776902
23,6,e1,1.0
23,6,c1,1.0
23,6,s1,0.9763500197083169
24,6,e0,0.9960047942469037
24,6,c0,1.0
24,6,s0,0.980291683090264
24,6,e1,1.0
24,6,c1,1.0
24,6,s1,1.0
25,6,e0,1.0
25,6,c0,1.0
25,6,s0,1.0
25,6,e1,1.0
25,6,c1,1.0
25,6,s1,1.0
26,6,e0,1.0
26,6,c0,1.0
26,6,s0,1.0
26,6,e1,1.0
26,6,c1,1.0
26,6,s1,1.0
27,6,e0,1.0
27,6,c0,1.0
27,6,s0,1.0
27,6,e1,1.0
27,6,c1,1.0
27,6,s1,1.0
28,6,e0,1.0
28,6,c0,1.0
28,6,s0,1.0
28,6,e1,1.0
28,6,c1,1.0
28,6,s1,1.0
29,6,e0,1.0
29,6,c0,1.0
29,6,s0,1.0
29,6,e1,1.0
29,6,c1,1.0
29,6,s1,1.0
30,6,e0,0.8721534159009189
30,6,c0,0.8258284908520206
30,6,s0,0.8738667717776902
30,6,e1,1.0
30,6,c1,1.0
30,6,s1,1.0
31,6,e0,1.0
31,6,c0,1.0
31,6,s0,1.0
31,6,e1,1.0
31,6,c1,1.0
31,6,s1,1.0
1,7,e0,0.3807431082700759
1,7,c0,0.0714286745105715
1,7,s0,0.10130074891604257
1,7,e1,0.39672393128246103
1,7,c1,0.1383896701613479
1,7,s1,0.07765076862435948
2,7,e0,0.34079105073911303
2,7,c0,0.12046970528531
2,7,s0,0.06582577847851794
2,7,e1,0.41669996004794246
2,7,c1,0.25581879422940157
2,7,s1,0.25896728419392984
3,7,e0,0.452656811825809
3,7,c0,0.22758857414174172
3,7,s0,0.19590067008277495
3,7,e1,0.508589692369157
3,7,c1,0.2205408108442361
3,7,s1,0.23137564052029957
4,7,e0,0.5165801038753496
4,7,c0,0.4291456144706988
4,7,s0,0.23137564052029957
4,7,e1,0.9680383539752297
4,7,c1,0.9644810221911886
4,7,s1,0.9211667323610564
5,7,e0,0.424690371554135
5,7,c0,0.11110496185033221
5,7,s0,0.14465904611746158
5,7,e1,0.46464242908509784
5,7,c1,0.3644420329837891
5,7,s1,0.24320063066614114
6,7,e0,0.5405513383939273
6,7,c0,0.385604860512254
6,7,s0,0.1880173433188806
6,7,e1,0.9960047942469037
6,7,c1,0.9901620280084714
6,7,s1,0.9960583366180528
7,7,e0,0.7443068318018378
7,7,c0,0.7382745902816166
7,7,s0,0.3969255025620812
7,7,e1,0.8801438274071115
7,7,c1,0.9039579542615328
7,7,s1,0.869925108395743
8,7,e0,0.9520575309628446
8,7,c0,0.9264507649405633
8,7,s0,0.9527000394166338
8,7,e1,0.9560527367159408
8,7,c1,0.9428877892595933
8,7,s1,0.9448167126527395
9,7,e0,0.8122253296044747
9,7,c0,0.8285507753824375
9,7,s0,0.6452502956247537
9,7,e1,0.9880143827407112
9,7,c1,0.9760703394180555
9,7,s1,0.9645250295624753
10,7,e0,0.536556132640831
10,7,c0,0.5236003873236132
10,7,s0,0.3338588884509263
10,7,e1,0.9680383539752297
10,7,c1,0.9555008114995851
10,7,s1,0.8935750886874261
11,7,e0,1.0
11,7,c0,1.0
11,7,s0,1.0
11,7,e1,1.0
11,7,c1,1.0
11,7,s1,0.9960583366180528
12,7,e0,1.0
12,7,c0,1.0
12,7,s0,0.9842333464722113
12,7,e1,1.0
12,7,c1,1.0
12,7,s1,1.0
13,7,e0,0.9760287654814223
13,7,c0,0.9728314197540282
13,7,s0,0.9448167126527395
13,7,e1,1.0
13,7,c1,1.0
13,7,s1,1.0
14,7,e0,0.9520575309628446
14,7,c0,0.9728314197540282
14,7,s0,0.9448167126527395
14,7,e1,1.0
14,7,c1,1.0
14,7,s1,1.0
15,7,e0,0.704354774270875
15,7,c0,0.6901990378796559
15,7,s0,0.3732755222703981
15,7,e1,1.0
15,7,c1,1.0
15,7,s1,0.9960583366180528
16,7,e0,0.9520575309628446
16,7,c0,0.9728314197540282
16,7,s0,0.7792668506109578
16,7,e1,0.9600479424690371
16,7,c1,0.9395821369252907
16,7,s1,0.8068584942845881
17,7,e0,0.9320815021973632
17,7,c0,0.9126516467748856
17,7,s0,0.9251083957430035
17,7,e1,1.0
17,7,c1,1.0
17,7,s1,1.0
18,7,e0,1.0
18,7,c0,1.0
18,7,s0,0.980291683090264
18,7,e1,1.0
18,7,c1,1.0
18,7,s1,1.0
19,7,e0,0.9081102676787854
19,7,c0,0.9108804099997232
19,7,s0,0.9093417422152148
19,7,e1,1.0
19,7,c1,1.0
19,7,s1,0.9921166732361056
20,7,e0,0.9960047942469037
20,7,c0,1.0
20,7,s0,0.9960583366180528
20,7,e1,1.0
20,7,c1,1.0
20,7,s1,1.0
21,7,e0,1.0
21,7,c0,1.0
21,7,s0,1.0
21,7,e1,1.0
21,7,c1,1.0
21,7,s1,1.0
22,7,e0,1.0
22,7,c0,1.0
22,7,s0,1.0
22,7,e1,1.0
22,7,c1,1.0
22,7,s1,1.0
23,7,e0,1.0
23,7,c0,1.0
23,7,s0,0.9527000394166338
23,7,e1,1.0
23,7,c1,1.0
23,7,s1,1.0
24,7,e0,1.0
24,7,c0,1.0
24,7,s0,1.0
24,7,e1,0.9001198561725929
24,7,c1,0.8886265643640375
24,7,s1,0.8935750886874261
25,7,e0,1.0
25,7,c0,1.0
25,7,s0,1.0
25,7,e1,1.0
25,7,c1,1.0
25,7,s1,1.0
26,7,e0,1.0
26,7,c0,1.0
26,7,s0,0.9921166732361056
26,7,e1,0.9960047942469037
26,7,c1,0.9901620280084714
26,7,s1,0.9960583366180528
27,7,e0,1.0
27,7,c0,1.0
27,7,s0,1.0
27,7,e1,1.0
27,7,c1,1.0
27,7,s1,1.0
28,7,e0,1.0
28,7,c0,1.0
28,7,s0,1.0
28,7,e1,1.0
28,7,c1,1.0
28,7,s1,1.0
29,7,e0,1.0
29,7,c0,1.0
29,7,s0,1.0
29,7,e1,1.0
29,7,c1,1.0
29,7,s1,1.0
30,7,e0,0.9240910906911706
30,7,c0,0.644554638443665
30,7,s0,0.8935750886874261
30,7,e1,0.9920095884938074
30,7,c1,1.0
30,7,s1,0.913283405597162
31,7,e0,0.9200958849380743
31,7,c0,0.42939081269329094
31,7,s0,0.9211667323610564
31,7,e1,1.0
31,7,c1,1.0
31,7,s1,1.0
1,8,e0,0.2928485817019576
1,8,c0,0.20235669067134676
1,8,s0,0.1880173433188806
1,8,e1,0.4047143427886536
1,8,c1,0.02157240418336653
1,8,s1,0.1170674024438313
2,8,e0,0.46464242908509784
2,8,c0,0.34090522637042664
2,8,s0,0.23137564052029957
2,8,e1,0.3527766679984019
2,8,c1,0.07418698590752229
2,8,s1,0.12495072920772567
3,8,e0,0.4047143427886536
3,8,c0,0.17331514069246634
3,8,s0,0.08159243200630666
3,8,e1,0.4446664003196164
3,8,c1,0.4029771335812178
3,8,s1,0.17619235317303905
4,8,e0,0.4047143427886536
4,8,c0,0.3597572114251638
4,8,s0,0.21560898699251085
4,8,e1,0.46863763483819415
4,8,c1,0.3129312007934038
4,8,s1,0.17619235317303905
5,8,e0,0.5205753096284459
5,8,c0,0.32530503923856874
5,8,s0,0.17225068979109187
5,8,e1,0.7962445065920895
5,8,c1,0.7787986841284684
5,8,s1,0.38510051241623966
6,8,e0,0.6404314822213344
6,8,c0,0.5697206451504687
6,8,s0,0.38510051241623966
6,8,e1,0.6244506592089493
6,8,c1,0.6196840690246864
6,8,s1,0.5545920378399685
7,8,e0,0.5445465441470236
7,8,c0,0.21958600159561092
7,8,s0,0.21955065037445803
7,8,e1,0.564522572912505
7,8,c1,0.5092436479669716
7,8,s1,0.2944422546314545
8,8,e0,0.6843787455053936
8,8,c0,0.66468389133046
8,8,s0,0.34568387859676786
8,8,e1,1.0
8,8,c1,1.0
8,8,s1,0.9842333464722113
9,8,e0,0.9720335597283261
9,8,c0,0.9803240560169428
9,8,s0,0.8935750886874261
9,8,e1,0.9960047942469037
9,8,c1,1.0
9,8,s1,0.9527000394166338
10,8,e0,0.9800239712345186
10,8,c0,1.0
10,8,s0,0.8935750886874261
10,8,e1,0.9320815021973632
10,8,c1,0.9287961006691774
10,8,s1,0.9211667323610564
11,8,e0,1.0
11,8,c0,1.0
11,8,s0,1.0
11,8,e1,1.0
11,8,c1,1.0
11,8,s1,1.0
12,8,e0,1.0
12,8,c0,1.0
12,8,s0,1.0
12,8,e1,1.0
12,8,c1,1.0
12,8,s1,0.9881750098541584
13,8,e0,0.9760287654814223
13,8,c0,0.9629934477624996
13,8,s0,0.9763500197083169
13,8,e1,1.0
13,8,c1,1.0
13,8,s1,1.0
14,8,e0,1.0
14,8,c0,1.0
14,8,s0,1.0
14,8,e1,0.9640431482221334
14,8,c1,0.94011273901113
14,8,s1,0.9054000788332677
15,8,e0,1.0
15,8,c0,1.0
15,8,s0,0.9921166732361056
15,8,e1,1.0
15,8,c1,1.0
15,8,s1,1.0
16,8,e0,1.0
16,8,c0,1.0
16,8,s0,1.0
16,8,e1,1.0
16,8,c1,1.0
16,8,s1,1.0
17,8,e0,0.9920095884938074
17,8,c0,0.9803240560169428
17,8,s0,0.9921166732361056
17,8,e1,1.0
17,8,c1,1.0
17,8,s1,1.0
18,8,e0,1.0
18,8,c0,1.0
18,8,s0,0.9645250295624753
18,8,e1,1.0
18,8,c1,1.0
18,8,s1,1.0
19,8,e0,0.9600479424690371
19,8,c0,0.9461267089236205
19,8,s0,0.7989751675206938
19,8,e1,1.0
19,8,c1,1.0
19,8,s1,1.0
20,8,e0,1.0
20,8,c0,1.0
20,8,s0,1.0
20,8,e1,1.0
20,8,c1,1.0
20,8,s1,1.0
21,8,e0,1.0
21,8,c0,1.0
21,8,s0,1.0
21,8,e1,1.0
21,8,c1,1.0
21,8,s1,1.0
22,8,e0,0.9960047942469037
22,8,c0,0.9901620280084714
22,8,s0,0.9960583366180528
22,8,e1,0.9960047942469037
22,8,c1,0.9901620280084714
22,8,s1,0.9960583366180528
23,8,e0,0.8761486216540152
23,8,c0,0.9760703394180555
23,8,s0,0.7162002364998029
23,8,e1,1.0
23,8,c1,1.0
23,8,s1,1.0
24,8,e0,1.0
24,8,c0,1.0
24,8,s0,1.0
24,8,e1,1.0
24,8,c1,1.0
24,8,s1,1.0
25,8,e0,1.0
25,8,c0,1.0
25,8,s0,1.0
25,8,e1,1.0
25,8,c1,1.0
25,8,s1,1.0
26,8,e0,1.0
26,8,c0,1.0
26,8,s0,1.0
26,8,e1,1.0
26,8,c1,1.0
26,8,s1,1.0
27,8,e0,0.9920095884938074
27,8,c0,0.9826693917455568
27,8,s0,0.9842333464722113
27,8,e1,0.9920095884938074
27,8,c1,0.9901620280084714
27,8,s1,0.980291683090264
28,8,e0,1.0
28,8,c0,1.0
28,8,s0,1.0
28,8,e1,1.0
28,8,c1,1.0
28,8,s1,1.0
29,8,e0,1.0
29,8,c0,1.0
29,8,s0,1.0
29,8,e1,1.0
29,8,c1,1.0
29,8,s1,0.9960583366180528
30,8,e0,0.9081102676787854
30,8,c0,0.9038894979282611
30,8,s0,0.9093417422152148
30,8,e1,1.0
30,8,c1,1.0
30,8,s1,1.0
31,8,e0,1.0
31,8,c0,0.5804062500807265
31,8,s0,1.0
31,8,e1,0.8082301238513784
31,8,c1,0.6889720850623363
31,8,s1,0.7516752069373276
1,9,e0,0.36951316839584997
1,9,c0,0.07598263116526874
1,9,s0,0.18638763935067473
1,9,e1,0.34557063048683156
1,9,c1,0.23648123078287284
1,9,s1,0.13944846469782907
2,9,e0,0.37350359138068634
2,9,c0,0.12150546021364933
2,9,s0,0.10033248582045765
2,9,e1,0.3854748603351955
2,9,c1,0.21695107312336187
2,9,s1,0.13944846469782907
3,9,e0,0.44533120510774143
3,9,c0,0.11972290082821008
3,9,s0,0.12380207314688049
3,9,e1,0.4134078212290503
3,9,c1,0.1040137097235025
3,9,s1,0.15900645413651476
4,9,e0,0.6528332003192339
4,9,c0,0.5896681986819519
4,9,s0,0.34676315274789754
4,9,e1,0.36951316839584997
4,9,c1,0.11203943568259771
4,9,s1,0.13162526892235477
5,9,e0,0.42138866719872303
5,9,c0,0.2039649468718028
5,9,s0,0.19029923723841188
5,9,e1,0.7086991221069433
5,9,c1,0.6846257143961865
5,9,s1,0.39761392528848033
6,9,e0,0.6129289704708699
6,9,c0,0.6206313298212558
6,9,s0,0.2841775865441033
6,9,e1,0.8563447725458898
6,9,c1,0.8583403762873729
6,9,s1,0.8591824760414629
7,9,e0,0.9401436552274541
7,9,c0,0.9903067040671704
7,9,s0,0.9100332485820458
7,9,e1,0.9920191540303273
7,9,c1,0.9903067040671704
7,9,s1,0.9804420105613143
8,9,e0,0.6807661612130885
8,9,c0,0.7102308962125615
8,9,s0,0.48758067670643457
8,9,e1,0.9481245011971269
8,9,c1,0.9422707534546223
8,9,s1,0.8943868570310972
9,9,e0,0.928172386272945
9,9,c0,0.8970828940486685
9,9,s0,0.8826520633678858
9,9,e1,0.9920191540303273
9,9,c1,0.9903067040671704
9,9,s1,0.9843536084490514
10,9,e0,0.5969672785315243
10,9,c0,0.44806923797361387
10,9,s0,0.276354390768629
10,9,e1,0.9640861931364725
10,9,c1,0.9501639308445131
10,9,s1,0.94523762957168
11,9,e0,0.9201915403032721
11,9,c0,0.8781121484897683
11,9,s0,0.8982984549188343
11,9,e1,0.9920191540303273
11,9,c1,0.9903067040671704
11,9,s1,0.9608840211226286
12,9,e0,0.6288906624102155
12,9,c0,0.5733872252573928
12,9,s0,0.23332681400352043
12,9,e1,1.0
12,9,c1,1.0
12,9,s1,0.9491492274594172
13,9,e0,0.9920191540303273
13,9,c0,0.9903067040671704
13,9,s0,0.9687072168981029
13,9,e1,1.0
13,9,c1,1.0
13,9,s1,0.9960884021122629
14,9,e0,0.9760574620909817
14,9,c0,0.9903067040671704
14,9,s0,0.9804420105613143
14,9,e1,1.0
14,9,c1,1.0
14,9,s1,1.0
15,9,e0,0.9760574620909817
15,9,c0,1.0
15,9,s0,0.8083317035008801
15,9,e1,1.0
15,9,c1,1.0
15,9,s1,1.0
16,9,e0,0.9960095770151636
16,9,c0,0.9903067040671704
16,9,s0,0.9960884021122629
16,9,e1,1.0
16,9,c1,1.0
16,9,s1,1.0
17,9,e0,0.8443735035913806
17,9,c0,0.8406629286208878
17,9,s0,0.749657735184823
17,9,e1,0.9920191540303273
17,9,c1,1.0
17,9,s1,0.9882652063367886
18,9,e0,1.0
18,9,c0,1.0
18,9,s0,1.0
18,9,e1,1.0
18,9,c1,1.0
18,9,s1,0.9960884021122629
19,9,e0,0.9640861931364725
19,9,c0,0.9538443658331626
19,9,s0,0.6205750048894974
19,9,e1,1.0
19,9,c1,1.0
19,9,s1,0.9921768042245257
20,9,e0,1.0
20,9,c0,1.0
20,9,s0,1.0
20,9,e1,1.0
20,9,c1,1.0
20,9,s1,1.0
21,9,e0,0.9361532322426177
21,9,c0,0.9110197190691514
21,9,s0,0.6557793858791316
21,9,e1,1.0
21,9,c1,1.0
21,9,s1,1.0
22,9,e0,1.0
22,9,c0,1.0
22,9,s0,1.0
22,9,e1,0.9960095770151636
22,9,c1,1.0
22,9,s1,0.9960884021122629
23,9,e0,0.75658419792498
23,9,c0,0.7099910538525208
23,9,s0,0.6283982006649717
23,9,e1,1.0
23,9,c1,1.0
23,9,s1,1.0
24,9,e0,0.9880287310454908
24,9,c0,1.0
24,9,s0,0.8435360844905144
24,9,e1,1.0
24,9,c1,1.0
24,9,s1,1.0
25,9,e0,1.0
25,9,c0,1.0
25,9,s0,0.9765304126735772
25,9,e1,1.0
25,9,c1,1.0
25,9,s1,1.0
26,9,e0,1.0
26,9,c0,1.0
26,9,s0,1.0
26,9,e1,1.0
26,9,c1,1.0
26,9,s1,1.0
27,9,e0,1.0
27,9,c0,1.0
27,9,s0,0.9765304126735772
27,9,e1,1.0
27,9,c1,1.0
27,9,s1,1.0
28,9,e0,1.0
28,9,c0,1.0
28,9,s0,1.0
28,9,e1,1.0
28,9,c1,1.0
28,9,s1,1.0
29,9,e0,0.7964884277733439
29,9,c0,0.6542698179380932
29,9,s0,0.8278896929395658
29,9,e1,1.0
29,9,c1,1.0
29,9,s1,1.0
30,9,e0,1.0
30,9,c0,1.0
30,9,s0,1.0
30,9,e1,1.0
30,9,c1,1.0
30,9,s1,1.0
31,9,e0,1.0
31,9,c0,1.0
31,9,s0,0.9569724232348914
31,9,e1,1.0
31,9,c1,1.0
31,9,s1,1.0
1,10,e0,0.2936951316839585
1,10,c0,0.18235789424475346
1,10,s0,0.13553686681009192
1,10,e1,0.37350359138068634
1,10,c1,0.13660379906818337
1,10,s1,0.09250929004498337
2,10,e0,0.4014365522745411
2,10,c0,0.15708865529277455
2,10,s0,0.13553686681009192
2,10,e1,0.3415802075019952
2,10,c1,0.09099479596702895
2,10,s1,0.1159788773714062
3,10,e0,0.37350359138068634
3,10,c0,0.05133641155734049
3,10,s0,0.11206727948366907
3,10,e1,0.40941739824421386
3,10,c1,0.2382096648190246
3,10,s1,0.22550361822804615
4,10,e0,0.38148443735035914
4,10,c0,0.09084732613157825
4,10,s0,0.18638763935067473
4,10,e1,0.4333599361532322
4,10,c1,0.481334845754323
4,10,s1,0.19421083512614903
5,10,e0,0.46528332003192335
5,10,c0,0.27920960726008015
5,10,s0,0.19421083512614903
5,10,e1,0.9082202713487629
5,10,c1,0.892942800668283
5,10,s1,0.7183649520829258
6,10,e0,0.8723064644852354
6,10,c0,0.8768158591878225
6,10,s0,0.7183649520829258
6,10,e1,0.960095770151636
6,10,c1,0.9764222461913193
6,10,s1,0.9256796401329943
7,10,e0,0.4692737430167598
7,10,c0,0.11119017375913515
7,10,s0,0.1746528456874633
7,10,e1,0.9760574620909817
7,10,c1,0.9732309576988218
7,10,s1,0.8278896929395658
8,10,e0,0.9960095770151636
8,10,c0,0.9903067040671704
8,10,s0,0.9882652063367886
8,10,e1,0.9840383080606544
8,10,c1,0.9658485072633031
8,10,s1,0.9569724232348914
9,10,e0,0.9880287310454908
9,10,c0,1.0
9,10,s0,0.8591824760414629
9,10,e1,0.9840383080606544
9,10,c1,0.9903067040671704
9,10,s1,0.9569724232348914
10,10,e0,0.9481245011971269
10,10,c0,0.9511101251471769
10,10,s0,0.9374144337962057
10,10,e1,0.9042298483639266
10,10,c1,0.8666770068263588
10,10,s1,0.9061216506943086
11,10,e0,0.9960095770151636
11,10,c0,1.0
11,10,s0,0.91785644435752
11,10,e1,1.0
11,10,c1,1.0
11,10,s1,0.9960884021122629
12,10,e0,0.9680766161213089
12,10,c0,0.9550022244538477
12,10,s0,0.8787404654801486
12,10,e1,0.9960095770151636
12,10,c1,1.0
12,10,s1,0.9882652063367886
13,10,e0,1.0
13,10,c0,1.0
13,10,s0,0.9804420105613143
13,10,e1,0.9960095770151636
13,10,c1,0.9903067040671704
13,10,s1,0.9960884021122629
14,10,e0,1.0
14,10,c0,1.0
14,10,s0,0.9921768042245257
14,10,e1,1.0
14,10,c1,1.0
14,10,s1,1.0
15,10,e0,1.0
15,10,c0,1.0
15,10,s0,1.0
15,10,e1,0.9162011173184358
15,10,c1,0.9026524225601423
15,10,s1,0.9139448464697829
16,10,e0,1.0
16,10,c0,1.0
16,10,s0,0.9843536084490514
16,10,e1,1.0
16,10,c1,1.0
16,10,s1,0.9882652063367886
17,10,e0,1.0
17,10,c0,1.0
17,10,s0,1.0
17,10,e1,1.0
17,10,c1,1.0
17,10,s1,1.0
18,10,e0,0.9960095770151636
18,10,c0,1.0
18,10,s0,0.9960884021122629
18,10,e1,0.9960095770151636
18,10,c1,1.0
18,10,s1,0.9960884021122629
19,10,e0,1.0
19,10,c0,1.0
19,10,s0,0.97261881478584
19,10,e1,0.960095770151636
19,10,c1,0.9550022244538477
19,10,s1,0.9647956190103657
20,10,e0,1.0
20,10,c0,1.0
20,10,s0,1.0
20,10,e1,1.0
20,10,c1,1.0
20,10,s1,1.0
21,10,e0,1.0
21,10,c0,1.0
21,10,s0,1.0
21,10,e1,1.0
21,10,c1,1.0
21,10,s1,1.0
22,10,e0,1.0
22,10,c0,1.0
22,10,s0,1.0
22,10,e1,1.0
22,10,c1,1.0
22,10,s1,0.9804420105613143
23,10,e0,1.0
23,10,c0,1.0
23,10,s0,1.0
23,10,e1,1.0
23,10,c1,1.0
23,10,s1,1.0
24,10,e0,0.9201915403032721
24,10,c0,0.9242972204314307
24,10,s0,0.9139448464697829
24,10,e1,1.0
24,10,c1,1.0
24,10,s1,1.0
25,10,e0,0.9760574620909817
25,10,c0,0.9829242536316516
25,10,s0,0.6479561901036573
25,10,e1,0.9920191540303273
25,10,c1,1.0
25,10,s1,0.97261881478584
26,10,e0,1.0
26,10,c0,1.0
26,10,s0,0.9139448464697829
26,10,e1,1.0
26,10,c1,1.0
26,10,s1,1.0
27,10,e0,0.8523543495610535
27,10,c0,0.8879225481664137
27,10,s0,0.7731273225112458
27,10,e1,1.0
27,10,c1,1.0
27,10,s1,1.0
28,10,e0,1.0
28,10,c0,1.0
28,10,s0,1.0
28,10,e1,1.0
28,10,c1,1.0
28,10,s1,1.0
29,10,e0,0.9960095770151636
29,10,c0,1.0
29,10,s0,0.8748288675924115
29,10,e1,0.9561053471667997
29,10,c1,0.9378290670913012
29,10,s1,0.9061216506943086
30,10,e0,1.0
30,10,c0,1.0
30,10,s0,1.0
30,10,e1,1.0
30,10,c1,1.0
30,10,s1,1.0
31,10,e0,1.0
31,10,c0,1.0
31,10,s0,1.0
31,10,e1,0.9361532322426177
31,10,c1,0.9127453092274995
31,10,s1,0.9374144337962057
1,11,e0,0.32561851556264965
1,11,c0,0.16285590193229674
1,11,s0,0.15900645413651476
1,11,e1,0.3216280925778132
1,11,c1,0.13885315376051383
1,11,s1,0.13944846469782907
2,11,e0,0.37350359138068634
2,11,c0,0.08796791234867547
2,11,s0,0.1042440837081948
2,11,e1,0.349561053471668
2,11,c1,0.04694328396084106
2,11,s1,0.13553686681009192
3,11,e0,0.4054269752593775
3,11,c0,0.3049035848996584
3,11,s0,0.15118325836104046
3,11,e1,0.441340782122905
3,11,c1,0.32587807892640724
3,11,s1,0.20985722667709758
4,11,e0,0.4493216280925778
4,11,c0,0.35560696944007625
4,11,s0,0.1746528456874633
4,11,e1,0.46528332003192335
4,11,c1,0.1912123825190607
4,11,s1,0.1707412477997262
5,11,e0,0.7406225059856345
5,11,c0,0.8284573599872708
5,11,s0,0.5619010365734403
5,11,e1,0.9960095770151636
5,11,c1,0.9903067040671704
5,11,s1,0.9491492274594172
6,11,e0,0.9361532322426177
6,11,c0,0.9267606049214006
